ID	Title	Game	Author	Version	Date	Tags	Description	Update	Embed	URL	Text	Icon	Source	Thread	Alt URL	Alt Text	Alt Icon	Guide URL	Guide Text		
p5r-redmonabus-backport	Persona 5 Royal Red Morgana Bus Backport	P5	SimonFoxcoon	1	12/16/2020	"Player Model, Morgana Bus, Backport, GMD, DDS"	"This turns the Morgana Bus red, so it might affect cutscenes. The mod is setup so that the royal decal is seperate from the bus itself. So you can use the mod to have a red Morgana Bus without the decal. To enable the decal, go to the entrance of Mementos and select the ""celebratory"" decal. If you do not want the red bus, delete the c0100_051_01.GMD file in data\model\character\0100\."	 	https://screenshots.gamebanana.com/img/ss/skins/5fdae6ca73c2a.jpg	https://gamebanana.com/dl/501598	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&p=2920#p2920	 	 	 	 	 		
p5-minecraft-skin-mod	P5 Minecraft Skin Mod	P5	Pioziomgames	0.5	12/18/2020	GMD	A mod replacing Joker with a minecraft character with the ability to change the skin.	 	https://i.imgur.com/OlVoYe0.png	https://drive.google.com/drive/folders/1cjv7h5QrTqtZB_NdiRC0Hq9aO1H3dNR1?usp=sharing	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&t=765							
p5-spanish-port	P5 Spanish Backport From Royal	P5	SeppNel	1	12/31/2020	BMD	Backport of P5 Royal spanish language files to the P5	 	https://www.youtube.com/watch?v=_GR1cryHqJY	https://gamebanana.com/gamefiles/13691	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&t=786							
p3-master-chief	P3 Master Chief	P3FES	Pioziomgames	1	1/4/2021	"RMD, PAC"	Replaces mc battle models with Low-poly Chief	 	https://i.imgur.com/820Us2s.png	https://drive.google.com/drive/folders/17SA6xHYks6iupXqoRLfvLMxBzZSdx5Fj?usp=sharing	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=11&t=790							
P3FES-HQMusic	High Quality Soundtrack Mod	P3FES	ShiningRed	1	1/4/2021	BGM	High Quality Music replacement mod for Persona 3 FES.	 	https://i.imgur.com/7nuaDT5.png	https://mega.nz/file/HT5QgSbS#R9JWCj3-cuzjfYtvNvvjPY25gljnHcnQZmUXo-3g1h8	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=11&t=789							
p3d-femc-ui	FeMC UI	P3D	SimonFoxcoon	1	12/17/2020	"UI, Retexture"	P3D UI mod that changes most of the blue UI to pink FeMC UI. FeMC mod not included but can be found here: https://www.youtube.com/watch?v=FN7MydH0nqQ For use with Mod Compendium.	 	https://screenshots.gamebanana.com/img/ss/guis/5fdc0041c42e7.jpg	https://gamebanana.com/dl/501755	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=16&p=2925#p2925							
p5r-patches	Persona 5 Royal Patches	P5R	lipsum	1	12/25/2020	"CPK,EBOOT"	A set of Persona 5 Royal patches	 	https://www.youtube.com/watch?v=4o2ImqfICig	https://mega.nz/folder/njgmwKZB#Cr0gFPXsbhUyNKDWsxhQzg	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=29&p=2967#p2967							
p4g-epic-bgm	An EPIC Persona 4 Golden Music Mod	P4G	Century_	1	12/31/2020	BGM	"This music mod includes tracks from Persona 4 Dancing, Persona 4 Reincarnation, The Persona 4 Animes, Persona 3(FES/Portable) Persona Q, Persona Q2, Super Smash Bros. Ultimate and even some Fan-Made music from Ode Imaginations and from the Re: Brilliance album.<br><a href=""https://shrinefox.com/forum/viewtopic.php?f=19&t=519"">Tracklist</a>"		https://cdn.discordapp.com/attachments/734503344499851388/797266876518498304/Preview.png	https://mega.nz/file/YGxQnToA#mFuZYvbgs8o0yt1dAYOtVExZVtKewfM55q1kd9wHSm8	"(PC, Aemulus)"	folder-open		https://shrinefox.com/forum/viewtopic.php?f=19&t=519							
p3fes-p3d-tracks	Persona 3 Dancing Tracks for Persona 3 FES	P3FES	ghxzt	1	1/7/2021	"ADX, BGM"	Replaces some of the tracks with the versions that play in Persona 3 Dancing in Moonlight	 	https://lh3.googleusercontent.com/CKgmXjF5EZfcCqerABjWO1FoA5THFilezsZi0f1drCFm6o2RqFHlmAdqeVNEn1VXxAxkwyHaWb6GWp_86jXB=w880-h660-rw	https://drive.google.com/file/d/13vR2UszAMwXxeFz1eiotAgPMPQGJ7RXG/view	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=11&p=3001#p3001							
p3fes-p3p-cutins	P3P Cut-Ins	P3FES	ghxzt	0.1	1/11/2021	TMX	Replaces the cut-ins in P3Fes with the cut-ins from P3	 	https://imgur.com/a/owP53qV	https://drive.google.com/file/d/1gDqlEzpFSasFlBnGy-U7to2D97cnVGmF/view?usp=sharing	Mod (Regular)	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=11&p=3025#p3025	https://drive.google.com/file/d/1SfN0HFp8fEcahWqdO2IEHuMrOe4Y39ZL/view	Mod (Blue Outlines)	folder-open				
Persona-5-Drip	Joker Drip	P5	Rat!	1	1/13/2021	"Texture, Player Model"	This Costume Replace Gekkoukan High outfit also poggers this is my first mod	 	https://screenshots.gamebanana.com/img/ss/skins/5fffd7819f05c.jpg	https://gamebanana.com/skins/185430	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&t=801							
p3fes-widescreen-fixes	Widescreen Fixes	P3FES	ghxzt	1	1/19/2021	"PAK, TMX, BIN"	"This mod is set to fix some of the issues when using widescreen patches, generally the UI. Most of what couldn't be changed with the pnach file is fixed in this mod. This also replaces the Battle Results Widescreen Patch with an updated version built in. If there are any issues, please let me know!<br>Make sure you have the widescreen pnach enabled first!<br>Widescreen Font Fix compatible! Make sure that the Widescreen Font Fix is above Widescreen Fixes"	 	https://imgur.com/a/V5Vrg57	https://gamebanana.com/guis/36413	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=11&p=3058#p3058	 	 	 	 	 		
p5-E-P-I-C	E.P.I.C (Epic Partypanel In Color)	P5	Century_	1	1/17/2021	SPD	"This EPIC mod, changes the textures from the P5 partypanel to colorful version of the battle portraits."	 	https://cdn.discordapp.com/attachments/792651125899132928/800576045098074112/Preview.png	https://cdn.discordapp.com/attachments/792651125899132928/800928263132151818/E.P.I.C_Mod_Compendium_Version.7z  - https://cdn.discordapp.com/attachments/792651125899132928/800928263349862433/E.P.I.C_Aemulus_Version.7z	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&t=809							
p5-sonic-music	Sonic Music Pack	P5	Haalyle	1	1/16/2021	"ADX, BGM, AWB"	Replaces almost all the music with music from various Sonic games.	 	https://www.youtube.com/watch?v=csTVgOLeB5M	https://drive.google.com/file/d/1fzczLfjICwzfS5OPsXhqplPn9fVQJfVq/view?usp=sharing	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&t=806							
p5-p3d-p5d-kaleidoscopes	P3D/P5D Kaleidoscopes for Persona 5	P5	Century_	1	1/15/2021	DDS	Mods that replace the P5 Kaleidoscope texture for the border UI from the Persona 3/5 Dancing games.	 	https://cdn.discordapp.com/attachments/788713220781113354/799882655634161704/unknown_6.png	https://cdn.discordapp.com/attachments/715292143442460704/800153738101784586/P3D_P5D_Kaleidoscopes.7z	Mod Compendium .zip	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&t=805	Aemulus Package	https://cdn.discordapp.com/attachments/792651125899132928/800396913324589097/P3D_P5D_Kaleidoscopes_Aemulus_Ver.7z	folder-open	 			
p4g-nightmare-hardcore&lite	Persona 4 Golden Nightmare Hardcore & Lite Difficulty	Persona 4 Golden	SCArkadia	3	1/21/2021	"BF, TBL, BMD, BIN, PAC, patch"	"THIS MOD IS DESIGNED FOR NEW GAME FRESH. Also, the difference between Hardcore and Lite is that Hardcore changes many enemies' AI behavior and their skillsets while Lite doesn't."	 	https://www.youtube.com/watch?v=9ULgwtcLdoQ&feature=emb_title	https://gamebanana.com/games/8263	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=19&p=3072#p3072							
p3p-the-shadow-hour	P3P: The Shadow Hour	P3P	Augmented Antics	1.1	2/2/2021	"gameplay, difficulty"	"Welcome to P3P: The Shadow Hour! An issue I've always had with this game was how your party always seemed to outclass the enemies, which I would assume is because the game wasn't rebalanced with the new features in mind. This mod attempts to rectify this, at least somewhat, by making the enemies retain their competition against you throughout the game."	"<b>UPDATE (2/1/2021)</b>:<br>- Corrected some typos in the changes.txt<br>- Corrected affinities of some Red Shadows that were missed<br>- Included an Anti-Tedium Add-On that's meant to mitigate some of the boring, needless grinding, particularly for money and materials. Details on what was changed is included in the changes.txt. "	https://lh3.googleusercontent.com/tTQOyzeCmAM9h9uF43cXY0qCjVZGegdMsEg9yh3C8XXafGeAPpH_SBR8RL6C-myu-DPHQ5F7-77TCBTMpf-ZJsavwh5qhzW9U8oF9QFplL_0xWQ3EVyFkbs1ou8ko9xreZcOXpMfoNRn_RmweDbosr52KB7CsxrSXO7jabprrQyqj5fLKQFz_BgsBml96vilU71bGcwWMjPcmgf0wJqigxtjQom-k	https://www.dropbox.com/s/pd811jkt42owyjn/The%20Shadow%20Hour.rar?dl=0	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=18&p=3081#p3081	https://www.dropbox.com/s/1xlweumgq8vjo2p/The%20Shadow%20Hour%20AddOn.rar?dl=0	Add-On	folder-open				
p5-black-mask-intruder-mod	Black Mask Intruder MC	P5	09HarryV	1	1/25/2021	"GMD, ADX, GAP, DDS, PNG."	Become Black Mask Intruder as protagonist in the awesome JRPG game Persona 5! Save the world from its doom!! https://cdn.discordapp.com/attachments/799560416874463232/803233028943773706/unknown.png https://mega.nz/file/6OQFDQCR#wbu3I-iXii7gnEOJWFDbqrltBd-GHPeO2KuyS67AbBY			https://mega.nz/file/6OQFDQCR#wbu3I-iXii7gnEOJWFDbqrltBd-GHPeO2KuyS67AbBY	Mod	folder-open		https://shrinefox.com/forum/viewtopic.php?f=15&t=817							
p3fes-bgmremix	Persona 3 FES BGM Remix	P3FES	yukaris_left_thigh	1	1/25/2021	BGM	"Changes tracks in ""The Journey"" with those from P1, P2. PQ, PQ2, P3D, and P4D"	 		https://www.mediafire.com/file/11n1ah34ymkwijc/Persona_3_BGM_Remix_%2528Mod_Compendium%2529_0.2b.rar/file	(Mod Compendium)	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=11&p=3074&thanks=3074&to_id=831&from_id=2	https://www.mediafire.com/file/x3og1too8pmjy1p/Persona_3_FES_BGM_Remix_%2528Aemulus%2529__0.2b.rar/file	(Aemulus)	folder-open				
p5-weak-enemies	Weak Enemies	P5	Drainhp	1	2/23/2021	TBL	This mod modifies the enemy affinity tables to make every enemy weak to every element.	 	https://cdn.discordapp.com/attachments/613826819543793668/813503780372348949/unknown.png	https://gamebanana.com/gamefiles/15676	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&p=3176#p3176							
p4g-community-enhancement-pack	P4G Community Enhancement Pack	P4G	P4G CEP Team	5	2/21/2021	Modpack	An all-in-one collection of tools and essential mods for Persona 4 Golden. Includes complete setup instructions and support for custom mods.	 	https://files.catbox.moe/stsaq0.png	https://gamebanana.com/gamefiles/12882	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=19&p=3174#p3174							
p4g-p3mc	P4G P3MC Mod	P4G	"Pioziomgames,DniweTamp"	1.5	2/17/2021	"GMO, PAC, DDS"	Replaces Yu with P5R P3MC (DniweTamp's mod just for p4g)	 	https://screenshots.gamebanana.com/img/ss/srends/530-90_602da1bc2bc02.jpg	https://drive.google.com/drive/folders/1cgRbc-3yox5mjcg2tjK-lhW7XSp3Nz4L?usp=sharing	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=19&p=3164#p3164							
p5-strikers-font-mod	Persona 5 Strikers Font	P5	Century_	1	2/16/2021	FNT	"A mod that replaces P5's stinky font for the font used in Persona 5 Strikers, Linux Biolinum O."	 	https://cdn.discordapp.com/attachments/803324606751440946/811474527815991326/Strikers.png	https://gamebanana.com/guis/36652	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=15&t=843							
p4g-pc-p4au-follow-up-portraits	P4AU Follow Up Portraits	P4G	ghxzt/wxnder	1.4	2/9/2021	"PAC, DDS"	"This mod switches out the old Follow Up portraits with art from P4AU. The old art didn't fit in well with the rest of the updated art that's in P4G Huge thanks to rudiger__gb: https://gamebanana.com/members/1491857 for sending me instructions for this mod so I can finish it! He decided to make this mod, but he got too busy to finish it, and I happened to ask how to replace the old art on Discord. He sent me instructions on how to properly format it and now it's finally available for download! Let me know if there's any issues with the mod!"	 	https://screenshots.gamebanana.com/img/ss/guis/600799f96a25e.jpg	https://gamebanana.com/guis/36423	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=19&p=3131#p3131							
p4g-aspect-ratio-fix	Cutscene Aspect Ratio Fix	P4G	ARandomGuy231	1.1	12/18/2020	FMV	This mod aims to fix the aspect ratio of cutscenes and improve quality of cutscenes.	 	https://screenshots.gamebanana.com/img/ss/gamefiles/5fcec9bdef6f1.jpg	https://gamebanana.com/gamefiles/13476	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=19&p=2935#p2935							
p4g-runescape-font	Runescape Font Mod	P4G	Century_	1	12/14/2020	FNT	Mod that replaces P4G's font for the Runescape_uf font.	 	https://cdn.discordapp.com/attachments/715292143442460704/788288975370190868/Screenshot_626.png	https://cdn.discordapp.com/attachments/715292143442460704/788288944588455986/RuneScape_Font_1.0.7z	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=19&t=753							
p3fes-p4-tartarus-track-replacement	P4 Tartarus Track Replacement	P3FES	yukaris_left_thigh	1	2/13/2021	"BGM,ADX"	Replaces tracks in the field menu with songs from Persona 4/Golden	 		https://gamebanana.com/sounds/51754	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=11&t=839	 	 	 	 	 		
p3fes-p5-battle-theme-swap	Persona 5 Battle Theme Swap	P3FES	yukaris_left_thigh	1	2/12/2021	BGM	"Inspired by wxnder's ""Persona 2 Innocent Sin Battle Tracks."" Changes P3FES' battle themes with ones from P5R/P5S."	 		https://www.mediafire.com/file/wr22cy6fhdtkp0r/P5_Battle_Music_1.0.rar/file	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=11&t=836	 	 	 	 	 		
p3fes-tartarus-p5-style	Tartarus BGM P5 Style	P3FES	yukaris_left_thigh	1	2/12/2021	BGM	"Changes music for all blocks of Tartarus to 'Persona 3 - ""Tartarus"" in the style of Persona 5' by Rohan Adiyodi"	 		https://gamebanana.com/sounds/51724	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=11&p=3139#p3139	 	 	 	 	 		
p3fes-original-blue-title-screen	Original Blue Title Screen	P3FES	ghxzt/wxnder	1	2/9/2021	"TMX, BIN"	"Changes the colors from green to blue from the original title screen of Persona 3<br>This does not replace Aigis with the P3MC, but it is possible to do so<br>This works as a way to test if pnach files, HostFS or Aemulus built mods are loading in correctly"	 		https://gamebanana.com/guis/36490	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=11&p=3130#p3130	 	 	 	 	 		
p3fes-p2-is-battle-themes	P2 Innocent Sin Battle Themes	P3FES	ghxzt/wxnder	1	2/9/2021	"ADX, BGM"	Swaps out some of the tracks with the battle themes in the PSP remake of Persona 2 Innocent Sin and one track from Persona 2 Eternal Punishment<br><br>Playlist to the replaced tracks: https://youtube.com/playlist?list=PLKghGlHhroOuaB_RvHEouHdcE-RWkuH6X	 	https://screenshots.gamebanana.com/img/ss/wips/6021f2f46ab65.jpg	https://gamebanana.com/wips/53293	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=11&p=3129#p3129	 	 	 	 	 		
p3fes-high-quality-music-pack	High Quality Music Pack	P3FES	"ARandomGuy231, Tupelov, Joenator"	0.1	2/6/2021	BGM	Replaces most BGM with higher quality versions	 	https://screenshots.gamebanana.com/img/ss/wips/6018995ab14eb.jpg	https://gamebanana.com/wips/53188	Mod	folder-open	 	https://shrinefox.com/forum/viewtopic.php?f=11&p=3111#p3111							
